@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute lDisHandTip numeric
@attribute lDisHandThumb numeric
@attribute lDisTipThumb numeric
@attribute outputs-1 {0,1,2}

@data
21667,'2016/04/30 12:59:11:491',9,0.586739,0.640293,0.054953,1
21668,'2016/04/30 12:59:11:508',9,0.585661,0.647168,0.06746,1
21669,'2016/04/30 12:59:11:523',9,0.585661,0.647168,0.06746,1
21670,'2016/04/30 12:59:11:541',9,0.586509,0.648131,0.071382,1
21671,'2016/04/30 12:59:11:554',9,0.586509,0.648131,0.071382,1
21672,'2016/04/30 12:59:11:573',9,0.585507,0.648192,0.075485,1
21673,'2016/04/30 12:59:11:591',9,0.585507,0.642367,0.059602,1
21674,'2016/04/30 12:59:11:607',9,0.586446,0.64302,0.071796,1
21675,'2016/04/30 12:59:11:623',9,0.586446,0.64302,0.071796,1
21676,'2016/04/30 12:59:11:639',9,0.58852,0.644303,0.057831,1
21677,'2016/04/30 12:59:11:656',9,0.58852,0.644303,0.057831,1
21678,'2016/04/30 12:59:11:674',9,0.587669,0.645896,0.063045,1
21679,'2016/04/30 12:59:11:688',9,0.587669,0.645896,0.063045,1
21680,'2016/04/30 12:59:11:704',9,0.586831,0.650004,0.070895,1
21681,'2016/04/30 12:59:11:724',9,0.586831,0.650004,0.070895,1
21682,'2016/04/30 12:59:11:739',9,0.585479,0.646858,0.066111,1
21683,'2016/04/30 12:59:11:756',9,0.585479,0.646858,0.066111,1
21684,'2016/04/30 12:59:11:774',9,0.584825,0.651604,0.07744,1
21685,'2016/04/30 12:59:11:788',9,0.584825,0.651604,0.07744,1
21686,'2016/04/30 12:59:11:806',9,0.581908,0.64663,0.074305,1
21687,'2016/04/30 12:59:11:821',9,0.581908,0.64663,0.074305,1
21688,'2016/04/30 12:59:11:839',9,0.579041,0.643862,0.070371,1
21689,'2016/04/30 12:59:11:857',9,0.579041,0.643862,0.070371,1
21690,'2016/04/30 12:59:11:874',9,0.577246,0.634456,0.059606,1
21691,'2016/04/30 12:59:11:890',9,0.577246,0.634456,0.059606,1
21692,'2016/04/30 12:59:11:905',9,0.573224,0.63531,0.068656,1
21693,'2016/04/30 12:59:11:923',9,0.573224,0.626325,0.057499,1
21694,'2016/04/30 12:59:11:942',9,0.571681,0.646972,0.086081,1
21695,'2016/04/30 12:59:11:957',9,0.571681,0.646972,0.086081,1
21696,'2016/04/30 12:59:11:974',9,0.571194,0.649069,0.086149,1
21697,'2016/04/30 12:59:11:990',9,0.571194,0.649069,0.086149,1
21698,'2016/04/30 12:59:12:008',9,0.569502,0.645174,0.082831,1
21699,'2016/04/30 12:59:12:022',9,0.569502,0.645174,0.082831,1
21700,'2016/04/30 12:59:12:039',9,0.574951,0.649178,0.081356,1
21701,'2016/04/30 12:59:12:055',9,0.574951,0.649178,0.081356,1
21702,'2016/04/30 12:59:12:072',9,0.574122,0.649384,0.084225,1
21703,'2016/04/30 12:59:12:089',9,0.574122,0.649384,0.084225,1
21704,'2016/04/30 12:59:12:106',9,0.574801,0.649739,0.083269,1
21705,'2016/04/30 12:59:12:122',9,0.574801,0.649739,0.083269,1
21706,'2016/04/30 12:59:12:142',9,0.576578,0.64644,0.076004,1
21707,'2016/04/30 12:59:12:156',9,0.576578,0.64644,0.076004,1
21708,'2016/04/30 12:59:12:172',9,0.579831,0.641831,0.076408,1
21709,'2016/04/30 12:59:12:188',9,0.579831,0.641831,0.076408,1
21710,'2016/04/30 12:59:12:206',9,0.584385,0.64374,0.063028,1
21711,'2016/04/30 12:59:12:222',9,0.584385,0.64374,0.063028,1
21712,'2016/04/30 12:59:12:240',9,0.589967,0.659719,0.075667,1
21713,'2016/04/30 12:59:12:255',9,0.589967,0.659719,0.075667,1
21714,'2016/04/30 12:59:12:272',9,0.59693,0.665114,0.071275,1
21715,'2016/04/30 12:59:12:289',9,0.59693,0.665114,0.071275,1
21716,'2016/04/30 12:59:12:307',9,0.604961,0.674293,0.072269,1
21717,'2016/04/30 12:59:12:323',9,0.604961,0.674293,0.072269,1
21718,'2016/04/30 12:59:12:338',9,0.609644,0.67656,0.069239,1
21719,'2016/04/30 12:59:12:355',9,0.609644,0.67656,0.069239,1
21720,'2016/04/30 12:59:12:374',9,0.615086,0.686052,0.073674,1
21721,'2016/04/30 12:59:12:390',9,0.615086,0.686052,0.073674,1
21722,'2016/04/30 12:59:12:407',9,0.61925,0.682367,0.065248,1
21723,'2016/04/30 12:59:12:423',9,0.61925,0.682367,0.065248,1
21724,'2016/04/30 12:59:12:439',9,0.624682,0.693572,0.070383,1
21725,'2016/04/30 12:59:12:455',9,0.624682,0.693572,0.070383,1
21726,'2016/04/30 12:59:12:474',9,0.630343,0.69874,0.069789,1
21727,'2016/04/30 12:59:12:491',9,0.630343,0.69874,0.069789,1
21728,'2016/04/30 12:59:12:507',9,0.635311,0.70373,0.069787,1
21729,'2016/04/30 12:59:12:525',9,0.635311,0.70373,0.069787,1
21730,'2016/04/30 12:59:12:538',9,0.639208,0.710187,0.072643,1
21731,'2016/04/30 12:59:12:556',9,0.639208,0.710187,0.072643,1
21732,'2016/04/30 12:59:12:572',9,0.64233,0.714302,0.073435,1
21733,'2016/04/30 12:59:12:592',9,0.64233,0.714302,0.073435,1
21734,'2016/04/30 12:59:12:607',9,0.644383,0.717221,0.074221,1
21735,'2016/04/30 12:59:12:624',9,0.644383,0.717221,0.074221,1
21736,'2016/04/30 12:59:12:640',9,0.642557,0.71552,0.074277,1
21737,'2016/04/30 12:59:12:655',9,0.642557,0.71552,0.074277,1
21738,'2016/04/30 12:59:12:671',9,0.6426,0.714552,0.073425,1
21739,'2016/04/30 12:59:12:688',9,0.6426,0.714552,0.073425,1
21740,'2016/04/30 12:59:12:706',9,0.642579,0.713691,0.071594,1
21741,'2016/04/30 12:59:12:722',9,0.642579,0.713691,0.071594,1
21742,'2016/04/30 12:59:12:740',9,0.642466,0.714224,0.072262,1
21743,'2016/04/30 12:59:12:756',9,0.642466,0.714224,0.072262,1
21744,'2016/04/30 12:59:12:772',9,0.645621,0.717521,0.072482,1
21745,'2016/04/30 12:59:12:791',9,0.645621,0.717521,0.072482,1
21746,'2016/04/30 12:59:12:807',9,0.645528,0.718715,0.073798,1
21747,'2016/04/30 12:59:12:823',9,0.645528,0.718715,0.073798,1
21748,'2016/04/30 12:59:12:838',9,0.646702,0.717447,0.071134,1
21749,'2016/04/30 12:59:12:856',9,0.646702,0.717447,0.071134,1
21750,'2016/04/30 12:59:12:873',9,0.643818,0.71732,0.074662,1
21751,'2016/04/30 12:59:12:890',9,0.643818,0.71732,0.074662,1
21752,'2016/04/30 12:59:12:907',9,0.641479,0.715093,0.074663,1
21753,'2016/04/30 12:59:12:921',9,0.641479,0.715093,0.074663,1
21754,'2016/04/30 12:59:12:939',9,0.641061,0.715216,0.074837,1
21755,'2016/04/30 12:59:12:956',9,0.641061,0.715216,0.074837,1
21756,'2016/04/30 12:59:12:973',9,0.639641,0.713929,0.074964,1
21757,'2016/04/30 12:59:12:989',9,0.639641,0.713929,0.074964,1
21758,'2016/04/30 12:59:13:007',9,0.639394,0.713888,0.075366,1
21759,'2016/04/30 12:59:13:023',9,0.639394,0.713888,0.075366,1
21760,'2016/04/30 12:59:13:041',9,0.63974,0.712221,0.073517,1
21761,'2016/04/30 12:59:13:055',9,0.63974,0.712221,0.073517,1
21762,'2016/04/30 12:59:13:074',9,0.638615,0.71064,0.072806,1
21763,'2016/04/30 12:59:13:088',9,0.638615,0.71064,0.072806,1
21764,'2016/04/30 12:59:13:106',9,0.636995,0.708936,0.072566,1
21765,'2016/04/30 12:59:13:124',9,0.636995,0.708936,0.072566,1
21766,'2016/04/30 12:59:13:140',9,0.636437,0.708416,0.072917,1
21767,'2016/04/30 12:59:13:155',9,0.636437,0.708416,0.072917,1
21768,'2016/04/30 12:59:13:173',9,0.640106,0.712518,0.075366,1
21769,'2016/04/30 12:59:13:188',9,0.640106,0.712518,0.075366,1
21770,'2016/04/30 12:59:13:207',9,0.672027,0.722497,0.05155,1
21771,'2016/04/30 12:59:13:222',9,0.672027,0.722497,0.05155,1
21772,'2016/04/30 12:59:13:240',9,0.635317,0.707967,0.074428,1
21773,'2016/04/30 12:59:13:257',9,0.635317,0.707967,0.074428,1
21774,'2016/04/30 12:59:13:272',9,0.637001,0.709923,0.076667,1
21775,'2016/04/30 12:59:13:291',9,0.637001,0.709923,0.076667,1
21776,'2016/04/30 12:59:13:308',9,0.635024,0.706988,0.073662,1
21777,'2016/04/30 12:59:19:920',10,0.650885,0.695285,0.051867,2
21778,'2016/04/30 12:59:19:934',10,0.650885,0.695285,0.051867,2
21779,'2016/04/30 12:59:19:950',10,0.651646,0.696586,0.050878,2
21780,'2016/04/30 12:59:19:967',10,0.651744,0.696681,0.050878,2
21781,'2016/04/30 12:59:19:983',10,0.65109,0.696002,0.052156,2
21782,'2016/04/30 12:59:20:002',10,0.651134,0.696088,0.051534,2
21783,'2016/04/30 12:59:20:017',10,0.651134,0.695293,0.051786,2
21784,'2016/04/30 12:59:20:036',10,0.651015,0.695612,0.052778,2
21785,'2016/04/30 12:59:20:051',10,0.651015,0.695612,0.052778,2
21786,'2016/04/30 12:59:20:067',10,0.651209,0.695812,0.052778,2
21787,'2016/04/30 12:59:20:084',10,0.651614,0.695298,0.052336,2
21788,'2016/04/30 12:59:20:100',10,0.651781,0.695464,0.052336,2
21789,'2016/04/30 12:59:20:118',10,0.652072,0.696432,0.052402,2
21790,'2016/04/30 12:59:20:135',10,0.652102,0.696458,0.052402,2
21791,'2016/04/30 12:59:20:152',10,0.651019,0.69522,0.052448,2
21792,'2016/04/30 12:59:20:167',10,0.651019,0.69522,0.052448,2
21793,'2016/04/30 12:59:20:184',10,0.650768,0.696026,0.052401,2
21794,'2016/04/30 12:59:20:201',10,0.649899,0.696102,0.05139,2
21795,'2016/04/30 12:59:20:218',10,0.649899,0.69438,0.051101,2
21796,'2016/04/30 12:59:20:236',10,0.647129,0.689007,0.050179,2
21797,'2016/04/30 12:59:20:251',10,0.647129,0.689007,0.050179,2
21798,'2016/04/30 12:59:20:270',10,0.644833,0.686688,0.050019,2
21799,'2016/04/30 12:59:20:286',10,0.644833,0.686688,0.050019,2
21800,'2016/04/30 12:59:20:303',10,0.642712,0.686463,0.049411,2
21801,'2016/04/30 12:59:20:316',10,0.642712,0.684919,0.049761,2
21802,'2016/04/30 12:59:20:338',10,0.640755,0.682706,0.048938,2
21803,'2016/04/30 12:59:20:351',10,0.640755,0.682706,0.048938,2
21804,'2016/04/30 12:59:20:369',10,0.638721,0.680471,0.049227,2
21805,'2016/04/30 12:59:20:385',10,0.638721,0.680471,0.049227,2
21806,'2016/04/30 12:59:20:401',10,0.638018,0.680418,0.046351,2
21807,'2016/04/30 12:59:20:419',10,0.638018,0.68059,0.049298,2
21808,'2016/04/30 12:59:20:433',10,0.638018,0.68059,0.049298,2
21809,'2016/04/30 12:59:20:454',10,0.635711,0.680638,0.051648,2
21810,'2016/04/30 12:59:20:467',10,0.635816,0.680728,0.051648,2
21811,'2016/04/30 12:59:20:484',10,0.637626,0.682291,0.050841,2
21812,'2016/04/30 12:59:20:501',10,0.6382,0.681928,0.046321,2
21813,'2016/04/30 12:59:20:518',10,0.6382,0.682547,0.050008,2
21814,'2016/04/30 12:59:20:535',10,0.637877,0.68164,0.047468,2
21815,'2016/04/30 12:59:20:551',10,0.637877,0.683094,0.050554,2
21816,'2016/04/30 12:59:20:571',10,0.637877,0.683094,0.050554,2
21817,'2016/04/30 12:59:20:583',10,0.636937,0.684932,0.053087,2
21818,'2016/04/30 12:59:20:600',10,0.635952,0.683897,0.053087,2
21819,'2016/04/30 12:59:20:619',10,0.636886,0.684511,0.052857,2
21820,'2016/04/30 12:59:20:635',10,0.639654,0.686206,0.051364,2
21821,'2016/04/30 12:59:20:652',10,0.639654,0.686206,0.051364,2
21822,'2016/04/30 12:59:20:667',10,0.639161,0.685706,0.051364,2
21823,'2016/04/30 12:59:20:687',10,0.639194,0.686512,0.052179,2
21824,'2016/04/30 12:59:20:700',10,0.63848,0.686188,0.052015,2
21825,'2016/04/30 12:59:20:722',10,0.639597,0.686772,0.052222,2
21826,'2016/04/30 12:59:20:734',10,0.641622,0.687963,0.050878,2
21827,'2016/04/30 12:59:20:750',10,0.641622,0.687963,0.050878,2
21828,'2016/04/30 12:59:20:769',10,0.641913,0.688507,0.051529,2
21829,'2016/04/30 12:59:20:784',10,0.641913,0.688507,0.051529,2
21830,'2016/04/30 12:59:20:803',10,0.642559,0.689887,0.052052,2
21831,'2016/04/30 12:59:20:818',10,0.642559,0.689887,0.052052,2
21832,'2016/04/30 12:59:20:837',10,0.644354,0.690942,0.05104,2
21833,'2016/04/30 12:59:20:850',10,0.644354,0.690942,0.05104,2
21834,'2016/04/30 12:59:20:869',10,0.64375,0.692209,0.052907,2
21835,'2016/04/30 12:59:20:884',10,0.64375,0.692209,0.052907,2
21836,'2016/04/30 12:59:20:904',10,0.645034,0.692495,0.05233,2
21837,'2016/04/30 12:59:20:918',10,0.645034,0.692495,0.05233,2
21838,'2016/04/30 12:59:20:937',10,0.647181,0.694296,0.051786,2
21839,'2016/04/30 12:59:20:950',10,0.647181,0.694296,0.051786,2
21840,'2016/04/30 12:59:20:968',10,0.646316,0.693159,0.051606,2
21841,'2016/04/30 12:59:20:984',10,0.646316,0.693159,0.051606,2
21842,'2016/04/30 12:59:21:001',10,0.646548,0.69349,0.051401,2
21843,'2016/04/30 12:59:21:017',10,0.648538,0.69471,0.050582,2
21844,'2016/04/30 12:59:21:035',10,0.651034,0.6973,0.051056,2
21845,'2016/04/30 12:59:21:052',10,0.651034,0.6973,0.051056,2
21846,'2016/04/30 12:59:21:070',10,0.651978,0.69929,0.052235,2
21847,'2016/04/30 12:59:21:083',10,0.651978,0.69929,0.052235,2
21848,'2016/04/30 12:59:21:103',10,0.655211,0.701126,0.050674,2
21849,'2016/04/30 12:59:21:117',10,0.655211,0.701126,0.050674,2
21850,'2016/04/30 12:59:21:134',10,0.658963,0.703937,0.049491,2
21851,'2016/04/30 12:59:21:150',10,0.658963,0.703937,0.049491,2
21852,'2016/04/30 12:59:21:168',10,0.661496,0.707609,0.050142,2
21853,'2016/04/30 12:59:21:186',10,0.661496,0.707609,0.050142,2
21854,'2016/04/30 12:59:21:204',10,0.666081,0.711073,0.048709,2
21855,'2016/04/30 12:59:21:217',10,0.666081,0.711073,0.048709,2
21856,'2016/04/30 12:59:21:234',10,0.669718,0.714817,0.049778,2
21857,'2016/04/30 12:59:21:249',10,0.669718,0.714817,0.049778,2
21858,'2016/04/30 12:59:21:269',10,0.672744,0.716479,0.047975,2
21859,'2016/04/30 12:59:21:283',10,0.672744,0.716479,0.047975,2
21860,'2016/04/30 12:59:21:302',10,0.675443,0.716587,0.044227,2
21861,'2016/04/30 12:59:21:318',10,0.675443,0.720008,0.048622,2
21862,'2016/04/30 12:59:21:336',10,0.676964,0.722414,0.049579,2
21863,'2016/04/30 12:59:21:351',10,0.676964,0.722414,0.049579,2
21864,'2016/04/30 12:59:21:368',10,0.679949,0.726423,0.050814,2
21865,'2016/04/30 12:59:21:384',10,0.679949,0.726423,0.050814,2
21866,'2016/04/30 12:59:21:404',10,0.684093,0.730203,0.050522,2
21867,'2016/04/30 12:59:21:418',10,0.684093,0.730203,0.050522,2
21868,'2016/04/30 12:59:21:435',10,0.685116,0.734328,0.05415,2
21869,'2016/04/30 12:59:21:452',10,0.685116,0.734328,0.05415,2
21870,'2016/04/30 12:59:21:467',10,0.694458,0.739044,0.048512,2
21871,'2016/04/30 12:59:21:487',10,0.694458,0.739044,0.048512,2
21872,'2016/04/30 12:59:21:500',10,0.697214,0.7394,0.045152,2
21873,'2016/04/30 12:59:21:517',10,0.697214,0.743567,0.050768,2
21874,'2016/04/30 12:59:21:537',10,0.69999,0.74387,0.050689,2
21875,'2016/04/30 12:59:21:550',10,0.69999,0.74387,0.050689,2
21876,'2016/04/30 12:59:21:569',10,0.706151,0.745625,0.049676,2
21877,'2016/04/30 12:59:21:586',10,0.706151,0.745625,0.049676,2
21878,'2016/04/30 12:59:21:603',10,0.705642,0.744638,0.048578,2
21879,'2016/04/30 12:59:21:617',10,0.705642,0.744638,0.048578,2
21880,'2016/04/30 12:59:21:637',10,0.705896,0.745004,0.049102,2
21881,'2016/04/30 12:59:21:651',10,0.705896,0.745004,0.049102,2
21882,'2016/04/30 12:59:21:667',10,0.708066,0.744342,0.048362,2
21883,'2016/04/30 12:59:21:685',10,0.708066,0.744342,0.048362,2
21884,'2016/04/30 12:59:21:701',10,0.707115,0.741548,0.04581,2
21885,'2016/04/30 12:59:21:719',10,0.707115,0.741548,0.04581,2
21886,'2016/04/30 12:59:21:738',10,0.706981,0.742224,0.054266,2
21887,'2016/04/30 12:59:21:752',10,0.706981,0.742224,0.054266,2
21888,'2016/04/30 12:59:21:767',10,0.706603,0.74185,0.054266,2
21889,'2016/04/30 12:59:21:783',10,0.707222,0.743429,0.065212,2
21890,'2016/04/30 12:59:21:801',10,0.707087,0.73859,0.051603,2
21891,'2016/04/30 12:59:21:818',10,0.707087,0.73859,0.051603,2
21892,'2016/04/30 12:59:21:836',10,0.707155,0.737104,0.048409,2
21893,'2016/04/30 12:59:21:850',10,0.707155,0.737104,0.048409,2
21894,'2016/04/30 12:59:21:870',10,0.707505,0.737526,0.048759,2
21895,'2016/04/30 12:59:21:886',10,0.707505,0.737526,0.048759,2
21896,'2016/04/30 12:59:21:903',10,0.707624,0.737593,0.04849,2
21897,'2016/04/30 12:59:21:916',10,0.707624,0.737593,0.04849,2
21898,'2016/04/30 12:59:21:937',10,0.7097,0.739237,0.04931,2
21899,'2016/04/30 12:59:21:952',10,0.7097,0.739237,0.04931,2
21900,'2016/04/30 12:59:21:970',10,0.709146,0.738837,0.048297,2
21901,'2016/04/30 12:59:21:984',10,0.709146,0.738837,0.048297,2
21902,'2016/04/30 12:59:22:003',10,0.709738,0.739644,0.048552,2
21903,'2016/04/30 12:59:22:017',10,0.709738,0.739644,0.048552,2
21904,'2016/04/30 12:59:22:033',10,0.709797,0.73882,0.047202,2
21905,'2016/04/30 12:59:22:050',10,0.709797,0.73882,0.047202,2
21906,'2016/04/30 12:59:22:068',10,0.710137,0.738566,0.048462,2
21907,'2016/04/30 12:59:22:085',10,0.710137,0.738566,0.048462,2
21908,'2016/04/30 12:59:22:103',10,0.710498,0.737789,0.044641,2
21909,'2016/04/30 12:59:22:117',10,0.710498,0.737789,0.044641,2
21910,'2016/04/30 12:59:22:137',10,0.710164,0.73717,0.048237,2
21911,'2016/04/30 12:59:22:153',10,0.710164,0.73717,0.048237,2
21912,'2016/04/30 12:59:22:166',10,0.70944,0.736525,0.055974,2
21913,'2016/04/30 12:59:22:184',10,0.70944,0.736525,0.055974,2
21914,'2016/04/30 12:59:22:200',10,0.708093,0.73869,0.052981,2
21915,'2016/04/30 12:59:22:219',10,0.708093,0.73869,0.052981,2
21916,'2016/04/30 12:59:22:237',10,0.7051,0.736472,0.052158,2
21917,'2016/04/30 12:59:22:252',10,0.7051,0.736472,0.052158,2
21918,'2016/04/30 12:59:22:266',10,0.702445,0.737207,0.068171,2
21919,'2016/04/30 12:59:22:283',10,0.702445,0.737207,0.068171,2
21920,'2016/04/30 12:59:22:302',10,0.698765,0.733277,0.062761,2
21921,'2016/04/30 12:59:22:319',10,0.698765,0.733277,0.062761,2
21922,'2016/04/30 12:59:22:334',10,0.693558,0.732751,0.051782,2
21923,'2016/04/30 12:59:22:353',10,0.693558,0.732751,0.051782,2
21924,'2016/04/30 12:59:22:370',10,0.687892,0.726269,0.060554,2
21925,'2016/04/30 12:59:22:383',10,0.687892,0.726269,0.060554,2
21926,'2016/04/30 12:59:22:404',10,0.681206,0.719812,0.047514,2
21927,'2016/04/30 12:59:22:417',10,0.681206,0.719812,0.047514,2
21928,'2016/04/30 12:59:22:436',10,0.67695,0.711376,0.04849,2
21929,'2016/04/30 12:59:22:451',10,0.67695,0.711376,0.04849,2
21930,'2016/04/30 12:59:22:470',10,0.667365,0.709788,0.05581,2
21931,'2016/04/30 12:59:22:485',10,0.667365,0.709788,0.05581,2
21932,'2016/04/30 12:59:22:504',10,0.66181,0.702666,0.051122,2
21933,'2016/04/30 12:59:22:516',10,0.66181,0.702666,0.051122,2
21934,'2016/04/30 12:59:22:536',10,0.655605,0.696402,0.051269,2
21935,'2016/04/30 12:59:22:551',10,0.655605,0.696402,0.051269,2
21936,'2016/04/30 12:59:22:570',10,0.650994,0.695288,0.055041,2
21937,'2016/04/30 12:59:22:585',10,0.650994,0.695288,0.055041,2
21938,'2016/04/30 12:59:22:604',10,0.647449,0.687976,0.049888,2
21939,'2016/04/30 12:59:22:617',10,0.647449,0.687976,0.049888,2
21940,'2016/04/30 12:59:22:637',10,0.645092,0.682498,0.047178,2
21941,'2016/04/30 12:59:22:651',10,0.645092,0.682498,0.047178,2
21942,'2016/04/30 12:59:22:670',10,0.6428,0.679892,0.047507,2
21943,'2016/04/30 12:59:22:684',10,0.6428,0.679892,0.047507,2
21944,'2016/04/30 12:59:22:701',10,0.640738,0.679502,0.048545,2
21945,'2016/04/30 12:59:22:720',10,0.640738,0.679502,0.048545,2
21946,'2016/04/30 12:59:22:736',10,0.641663,0.680165,0.048275,2
21947,'2016/04/30 12:59:22:752',10,0.641663,0.680165,0.048275,2
21948,'2016/04/30 12:59:22:769',10,0.641273,0.679726,0.047912,2
21949,'2016/04/30 12:59:22:786',10,0.641273,0.679726,0.047912,2
21950,'2016/04/30 12:59:22:802',10,0.64197,0.680899,0.048376,2
21951,'2016/04/30 12:59:22:818',10,0.64197,0.680899,0.048376,2
21952,'2016/04/30 12:59:22:835',10,0.641437,0.680982,0.049135,2
21953,'2016/04/30 12:59:22:852',10,0.641437,0.680982,0.049135,2
21954,'2016/04/30 12:59:22:868',10,0.642097,0.681665,0.049973,2
21955,'2016/04/30 12:59:22:884',10,0.642097,0.681665,0.049973,2
21956,'2016/04/30 12:59:22:903',10,0.642858,0.682527,0.049583,2
21957,'2016/04/30 12:59:22:920',10,0.642858,0.682527,0.049583,2
21958,'2016/04/30 12:59:22:935',10,0.645176,0.683714,0.049001,2
21959,'2016/04/30 12:59:22:952',10,0.645176,0.683714,0.049001,2
21960,'2016/04/30 12:59:22:968',10,0.646604,0.685026,0.049369,2
21961,'2016/04/30 12:59:22:986',10,0.646604,0.685026,0.049369,2
21962,'2016/04/30 12:59:23:002',10,0.649196,0.687409,0.049171,2
21963,'2016/04/30 12:59:23:020',10,0.649196,0.687409,0.049171,2
21964,'2016/04/30 12:59:23:036',10,0.650841,0.688965,0.049155,2
21965,'2016/04/30 12:59:23:053',10,0.650841,0.688965,0.049155,2
21966,'2016/04/30 12:59:23:067',10,0.653655,0.691224,0.048607,2
21967,'2016/04/30 12:59:23:084',10,0.653655,0.691224,0.048607,2
21968,'2016/04/30 12:59:23:101',10,0.655196,0.691842,0.048303,2
21969,'2016/04/30 12:59:23:119',10,0.655196,0.691842,0.048303,2
21970,'2016/04/30 12:59:23:136',10,0.657052,0.694602,0.048581,2
21971,'2016/04/30 12:59:23:151',10,0.657052,0.694602,0.048581,2
21972,'2016/04/30 12:59:23:170',10,0.659907,0.696859,0.04833,2
21973,'2016/04/30 12:59:23:185',10,0.659907,0.696859,0.04833,2
21974,'2016/04/30 12:59:23:201',10,0.666312,0.702517,0.048078,2
21975,'2016/04/30 12:59:23:220',10,0.666312,0.702517,0.048078,2
21976,'2016/04/30 12:59:23:236',10,0.672385,0.708259,0.048633,2
21977,'2016/04/30 12:59:23:252',10,0.672385,0.708259,0.048633,2
21978,'2016/04/30 12:59:23:270',10,0.67469,0.712148,0.048107,2
21979,'2016/04/30 12:59:23:287',10,0.67469,0.712148,0.048107,2
21980,'2016/04/30 12:59:23:300',10,0.673181,0.710271,0.048225,2
21981,'2016/04/30 12:59:23:318',10,0.673181,0.710271,0.048225,2
21982,'2016/04/30 12:59:23:335',10,0.677128,0.714004,0.046284,2
21983,'2016/04/30 12:59:23:351',10,0.677128,0.714004,0.046284,2
21984,'2016/04/30 12:59:23:368',10,0.676737,0.714223,0.047291,2
21985,'2016/04/30 12:59:23:386',10,0.676737,0.714223,0.047291,2
21986,'2016/04/30 12:59:23:403',10,0.675682,0.71343,0.048486,2
21987,'2016/04/30 12:59:23:418',10,0.675682,0.71343,0.048486,2
21988,'2016/04/30 12:59:23:436',10,0.675905,0.714372,0.048083,2
21989,'2016/04/30 12:59:23:453',10,0.675905,0.714372,0.048083,2
21990,'2016/04/30 12:59:23:469',10,0.674275,0.713247,0.048932,2
21991,'2016/04/30 12:59:23:485',10,0.674275,0.713247,0.048932,2
21992,'2016/04/30 12:59:23:502',10,0.673875,0.71429,0.050042,2
21993,'2016/04/30 12:59:23:519',10,0.673875,0.71429,0.050042,2
21994,'2016/04/30 12:59:23:536',10,0.67269,0.713856,0.050628,2
21995,'2016/04/30 12:59:23:554',10,0.67269,0.713856,0.050628,2
21996,'2016/04/30 12:59:23:568',10,0.673363,0.714508,0.050603,2
21997,'2016/04/30 12:59:23:586',10,0.673363,0.714508,0.050603,2
21998,'2016/04/30 12:59:23:602',10,0.67391,0.71439,0.049754,2
21999,'2016/04/30 12:59:23:618',10,0.67391,0.71439,0.049754,2
22000,'2016/04/30 12:59:23:635',10,0.673806,0.714728,0.049803,2
22001,'2016/04/30 12:59:23:652',10,0.673806,0.714728,0.049803,2
22002,'2016/04/30 12:59:23:668',10,0.674461,0.715265,0.049933,2
22003,'2016/04/30 12:59:23:686',10,0.674461,0.715265,0.049933,2
22004,'2016/04/30 12:59:23:701',10,0.674128,0.715428,0.049728,2
22005,'2016/04/30 12:59:23:718',10,0.674128,0.715428,0.049728,2
22006,'2016/04/30 12:59:23:734',10,0.673892,0.714907,0.049972,2
22007,'2016/04/30 12:59:23:753',10,0.673892,0.714907,0.049972,2
22008,'2016/04/30 12:59:23:767',10,0.67383,0.715342,0.049356,2
22009,'2016/04/30 12:59:23:787',10,0.67383,0.715342,0.049356,2
22010,'2016/04/30 12:59:23:800',10,0.671758,0.714144,0.049588,2
22011,'2016/04/30 12:59:23:821',10,0.671758,0.714144,0.049588,2
22012,'2016/04/30 12:59:23:834',10,0.671107,0.71329,0.049779,2
22013,'2016/04/30 12:59:23:852',10,0.671107,0.71329,0.049779,2
22014,'2016/04/30 12:59:23:869',10,0.671681,0.713498,0.048848,2
22015,'2016/04/30 12:59:23:886',10,0.671681,0.713498,0.048848,2
22016,'2016/04/30 12:59:23:902',10,0.672573,0.715285,0.049353,2
22017,'2016/04/30 12:59:23:917',10,0.672573,0.715285,0.049353,2
22018,'2016/04/30 12:59:23:937',10,0.667248,0.709929,0.049424,2
22019,'2016/04/30 12:59:23:952',10,0.667248,0.709929,0.049424,2
22020,'2016/04/30 12:59:23:971',10,0.66862,0.710515,0.048414,2
22021,'2016/04/30 12:59:23:985',10,0.66862,0.710515,0.048414,2
22022,'2016/04/30 12:59:24:002',10,0.667947,0.710791,0.049378,2
22023,'2016/04/30 12:59:24:022',10,0.667947,0.710791,0.049378,2
22024,'2016/04/30 12:59:24:039',10,0.669951,0.712411,0.048431,2
22025,'2016/04/30 12:59:24:052',10,0.669951,0.712411,0.048431,2
22026,'2016/04/30 12:59:24:068',10,0.670732,0.713934,0.049138,2
22027,'2016/04/30 12:59:24:087',10,0.670732,0.713934,0.049138,2
22028,'2016/04/30 12:59:24:101',10,0.67123,0.714148,0.04879,2
22029,'2016/04/30 12:59:24:117',10,0.67123,0.714148,0.04879,2
22030,'2016/04/30 12:59:24:134',10,0.67216,0.7143,0.047808,2
